,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases,cluster
994,2,2,64587.0,1.0,1.0,49.0,66.0,0.0,16.0,0.0,6.0,20.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2.0,108.0,0.0,8.0,0
996,2,5,75437.0,0.0,0.0,25.0,795.0,0.0,545.0,95.0,58.0,0.0,1.0,8.0,4.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,1493.0,0.0,23.0,2
998,2,3,52845.0,1.0,0.0,7.0,384.0,25.0,292.0,120.5,41.0,64.0,3.0,8.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,926.5,0.0,25.0,1
999,2,2,46086.0,0.0,1.0,34.0,244.0,8.0,32.0,7.0,2.0,50.0,4.0,3.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,343.0,0.0,16.0,3
1000,4,6,78028.0,0.0,1.0,38.0,158.0,19.0,288.0,25.0,0.0,38.0,1.0,6.0,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,528.0,0.0,20.0,3
1001,4,4,95169.0,0.0,0.0,1.0,1225.5,21.0,449.0,106.0,20.0,20.0,1.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1841.5,0.0,12.0,2
1002,0,3,56337.0,1.0,1.0,25.0,349.0,16.0,144.0,28.0,5.0,126.5,5.0,8.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,668.5,0.0,22.0,1
1003,2,5,22434.0,1.0,0.0,25.0,4.0,12.0,11.0,3.0,13.0,15.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,58.0,0.0,7.0,0
1004,4,3,36930.0,0.0,1.0,50.0,223.0,2.0,31.0,0.0,2.0,39.0,5.0,5.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,297.0,0.0,16.0,3
1005,2,4,36130.0,0.0,1.0,46.0,157.0,43.0,127.0,68.0,56.0,37.0,6.0,3.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,488.0,0.0,21.0,3
1006,3,3,65569.0,0.0,1.0,96.0,397.0,46.0,288.0,20.0,38.0,70.0,2.0,6.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,859.0,0.0,23.0,1
1008,2,3,19514.0,1.0,1.0,47.0,14.0,3.0,21.0,2.0,1.0,28.0,4.0,3.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,69.0,0.0,10.0,0
1009,4,4,36736.0,1.0,1.0,52.0,10.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,17.0,0.0,4.0,0
1010,2,5,77568.0,0.0,1.0,30.0,1225.5,0.0,396.0,120.5,82.875,126.5,1.0,10.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,1951.375,0.0,21.0,1
1011,4,5,49187.0,0.0,1.0,63.0,81.0,1.0,31.0,2.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,116.0,0.0,8.0,0
1012,2,4,30168.0,1.0,0.0,51.0,154.0,20.0,66.0,0.0,12.0,27.0,6.0,6.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,279.0,0.0,17.0,3
1013,3,5,34053.0,0.0,1.0,14.0,63.0,0.0,21.0,7.0,0.0,12.0,1.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,103.0,0.0,7.0,0
1014,3,3,38196.0,1.0,1.0,20.0,30.0,0.0,11.0,0.0,0.0,3.0,3.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,44.0,0.0,9.0,0
1015,3,3,59412.0,0.0,0.0,56.0,90.0,67.0,165.0,30.0,43.0,11.0,1.0,4.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,406.0,0.0,15.0,2
1016,0,3,70924.0,0.0,0.0,41.0,635.0,81.0,254.0,120.5,82.875,76.0,1.0,6.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1249.375,0.0,20.0,2
1017,2,5,54165.0,0.0,0.0,72.0,127.0,4.0,73.0,15.0,6.0,11.0,1.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,236.0,0.0,11.0,0
1018,2,3,32300.0,1.0,0.0,1.0,13.0,3.0,6.0,6.0,5.0,6.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,39.0,0.0,5.0,0
1019,2,4,20180.0,0.0,0.0,27.0,18.0,42.0,24.0,15.0,20.0,18.0,1.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,137.0,0.0,8.0,0
1020,2,3,34961.0,1.0,0.0,77.0,45.0,2.0,26.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,79.0,0.0,10.0,0
1021,4,5,28440.0,1.0,0.0,87.0,38.0,1.0,24.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,63.0,0.0,6.0,0
1022,4,5,64504.0,1.0,2.0,81.0,986.0,36.0,168.0,16.0,0.0,108.0,6.0,11.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,3.0,1314.0,0.0,24.0,1
1023,3,5,33564.0,0.0,1.0,51.0,61.0,0.0,3.0,0.0,0.0,7.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,71.0,0.0,6.0,0
1024,2,3,17345.0,1.0,0.0,79.0,4.0,9.0,16.0,17.0,0.0,12.0,2.0,2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,58.0,0.0,7.0,0
1025,4,3,56320.0,0.0,1.0,11.0,201.0,53.0,172.0,116.0,77.0,83.0,3.0,5.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,702.0,0.0,21.0,1
1026,2,4,28647.0,1.0,0.0,54.0,19.0,8.0,29.0,0.0,12.0,26.0,1.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,94.0,0.0,7.0,0
1027,1,4,15038.0,1.0,0.0,93.0,4.0,8.0,11.0,19.0,12.0,26.0,2.0,2.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,80.0,0.0,7.0,0
1028,4,2,32173.0,0.0,1.0,0.0,18.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1.0,22.0,0.0,5.0,0
1029,0,5,68316.0,0.0,1.0,54.0,806.0,80.0,161.0,120.0,11.0,33.0,5.0,10.0,7.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,1211.0,0.0,32.0,1
1030,2,5,74538.0,0.0,0.0,21.0,380.0,81.0,549.75,110.0,82.875,28.0,1.0,8.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1231.625,0.0,22.0,2
1031,2,4,91700.0,0.0,0.0,58.0,576.0,81.0,549.75,120.5,82.875,19.0,1.0,8.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1429.125,0.0,20.0,2
1032,2,5,68695.0,0.0,0.0,3.0,458.0,81.0,356.0,106.0,50.0,40.0,1.0,4.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1091.0,0.0,16.0,2
1033,0,3,31056.0,1.0,0.0,99.0,5.0,10.0,13.0,3.0,8.0,16.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,55.0,0.0,5.0,0
1035,2,4,28071.0,0.0,0.0,65.0,39.0,33.0,130.0,41.0,26.0,44.0,2.0,5.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,313.0,0.0,13.0,0
1036,4,5,37334.0,1.0,1.0,44.0,26.0,1.0,16.0,2.0,2.0,15.0,4.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2.0,62.0,0.0,11.0,0
1037,3,4,46423.0,1.0,1.0,6.0,68.0,0.0,16.0,0.0,0.0,8.0,3.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,92.0,0.0,9.0,0
1038,4,3,37126.0,1.0,0.0,9.0,45.0,3.0,9.0,4.0,4.0,7.0,1.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,72.0,0.0,6.0,0
1039,2,3,47703.0,0.0,1.0,95.0,359.0,0.0,134.0,13.0,26.0,123.0,4.0,6.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,655.0,0.0,21.0,1
1040,2,3,61180.0,0.0,1.0,70.0,403.0,24.0,29.0,6.0,24.0,126.5,2.0,5.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,612.5,0.0,18.0,3
1041,2,3,38998.0,1.0,1.0,92.0,34.0,1.0,14.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2.0,54.0,0.0,8.0,0
1042,2,4,8028.0,0.0,0.0,62.0,73.0,18.0,66.0,7.0,12.0,2.0,6.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,178.0,0.0,7.0,0
1043,2,5,76081.0,0.0,0.0,85.0,292.0,30.0,415.0,63.0,33.0,126.5,1.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,959.5,0.0,14.0,2
1044,2,5,34728.0,1.0,0.0,2.0,14.0,0.0,16.0,0.0,0.0,6.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,36.0,0.0,5.0,0
1045,3,4,33168.0,0.0,1.0,0.0,80.0,1.0,37.0,0.0,1.0,3.0,3.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,122.0,0.0,10.0,0
1046,3,3,33585.0,0.0,1.0,91.0,30.0,11.0,33.0,13.0,6.0,29.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,122.0,0.0,7.0,0
1047,4,3,77037.0,0.0,1.0,3.0,463.0,81.0,333.0,120.5,53.0,10.0,1.0,7.0,7.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,1060.5,0.0,27.0,1
1048,2,5,35196.0,1.0,0.0,68.0,75.0,12.0,141.0,43.0,39.0,126.5,6.0,6.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,436.5,0.0,18.0,3
1049,2,3,44529.0,0.0,1.0,98.0,538.0,13.0,91.0,17.0,6.0,26.0,6.0,6.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,691.0,0.0,25.0,1
1051,4,5,28764.0,1.0,1.0,16.0,8.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,12.0,0.0,4.0,0
1052,4,3,69098.0,0.0,0.0,82.0,1225.5,22.0,549.75,120.5,0.0,126.5,1.0,7.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,2044.25,0.0,25.0,1
1053,0,2,25959.0,1.0,1.0,1.0,4.0,2.0,12.0,7.0,5.0,26.0,2.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,56.0,0.0,7.0,0
1054,3,3,27100.0,1.0,0.0,64.0,12.0,0.0,13.0,2.0,0.0,10.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,37.0,0.0,5.0,0
1055,2,4,70596.0,0.0,0.0,68.0,347.0,44.0,534.0,17.0,0.0,26.0,1.0,3.0,5.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,968.0,0.0,21.0,2
1056,2,3,42557.0,0.0,1.0,98.0,192.0,5.0,53.0,0.0,5.0,15.0,4.0,6.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,270.0,0.0,15.0,3
1057,4,3,53312.0,0.0,0.0,32.0,241.0,0.0,12.0,0.0,0.0,25.0,1.0,5.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,278.0,0.0,12.0,3
1058,2,4,72228.0,0.0,0.0,87.0,631.0,28.0,491.0,30.0,14.0,56.0,1.0,6.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,1250.0,0.0,22.0,2
1059,2,5,67605.0,0.0,0.0,84.0,336.0,28.0,282.0,120.5,54.0,54.0,1.0,2.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,874.5,0.0,17.0,2
1060,3,3,62845.0,1.0,1.0,3.0,1099.0,0.0,45.0,0.0,0.0,34.0,6.0,3.0,4.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2.0,1178.0,0.0,23.0,3
1061,2,5,65196.0,0.0,2.0,34.0,743.0,19.0,181.0,12.0,0.0,126.5,2.0,7.0,6.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2.0,1081.5,0.0,26.0,1
1062,4,4,42000.0,0.0,0.0,23.0,124.0,81.0,267.0,85.0,59.0,35.0,2.0,5.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,651.0,0.0,20.0,2
1063,4,2,35860.0,1.0,1.0,37.0,15.0,0.0,8.0,4.0,2.0,20.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,49.0,0.0,6.0,0
1064,4,3,65526.0,0.0,1.0,22.0,397.0,19.0,69.0,12.0,0.0,9.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,506.0,0.0,17.0,3
1065,2,3,16860.0,1.0,1.0,19.0,10.0,4.0,4.0,3.0,3.0,14.0,3.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,38.0,0.0,8.0,0
1066,2,4,83528.0,0.0,0.0,7.0,530.0,81.0,549.75,120.5,44.0,126.5,1.0,4.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1451.75,0.0,23.0,2
1067,0,2,64176.0,0.0,1.0,52.0,1215.0,33.0,249.0,64.0,82.875,126.5,6.0,8.0,9.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1770.375,0.0,31.0,1
1068,2,2,22304.0,0.0,0.0,91.0,3.0,2.0,7.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,18.0,0.0,4.0,0
1069,2,3,67023.0,0.0,0.0,93.0,444.0,44.0,382.0,11.0,8.0,17.0,1.0,3.0,7.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,906.0,0.0,24.0,2
1071,2,5,70713.0,0.0,1.0,23.0,736.0,81.0,279.0,82.0,76.0,126.5,6.0,5.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,1380.5,0.0,25.0,1
1072,2,5,59925.0,0.0,1.0,83.0,473.0,21.0,176.0,19.0,21.0,56.0,3.0,9.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,766.0,0.0,23.0,1
1073,2,3,39722.0,0.0,1.0,92.0,32.0,0.0,5.0,2.0,0.0,8.0,2.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,47.0,0.0,7.0,0
1074,2,5,46610.0,0.0,0.0,4.0,288.0,10.0,30.0,4.0,10.0,125.0,1.0,6.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,467.0,0.0,14.0,3
1075,2,5,88347.0,0.0,0.0,32.0,1050.0,81.0,549.75,77.0,82.875,118.0,1.0,4.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,1958.625,0.0,21.0,2
1076,4,3,87171.0,0.0,0.0,27.0,1001.0,44.0,107.0,58.0,44.0,44.0,1.0,6.0,7.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,1298.0,0.0,25.0,2
1077,0,5,26907.0,1.0,1.0,10.0,9.0,1.0,7.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,22.0,0.0,6.0,0
1078,3,4,50014.0,1.0,0.0,9.0,234.0,14.0,77.0,19.0,10.0,42.0,2.0,4.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,396.0,0.0,15.0,3
1079,4,3,41014.0,1.0,0.0,65.0,7.0,2.0,6.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,20.0,0.0,4.0,0
1080,2,4,66294.0,0.0,0.0,68.0,251.0,81.0,334.0,65.0,82.875,117.0,1.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,930.875,0.0,13.0,2
1081,2,3,36715.0,1.0,0.0,16.0,172.0,10.0,125.0,21.0,13.0,16.0,6.0,7.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,357.0,0.0,19.0,3
1082,2,3,79456.0,0.0,0.0,12.0,565.0,42.0,548.0,64.0,82.875,99.0,1.0,5.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,1400.875,0.0,16.0,2
1083,2,5,40479.0,1.0,0.0,95.0,5.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,15.0,0.0,4.0,0
1084,3,4,75345.0,0.0,0.0,16.0,918.0,57.0,549.75,99.0,38.0,126.5,1.0,5.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1788.25,0.0,20.0,2
1085,2,3,54233.0,0.0,1.0,46.0,652.0,8.0,158.0,21.0,0.0,126.5,4.0,11.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,965.5,0.0,26.0,1
1086,2,4,24163.0,1.0,1.0,3.0,4.0,1.0,7.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,17.0,0.0,6.0,0
1087,4,5,84460.0,0.0,0.0,80.0,152.0,27.0,103.0,106.0,54.0,81.0,0.0,9.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,523.0,0.0,22.0,2
1088,2,5,43776.0,1.0,0.0,77.0,8.0,0.0,9.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,23.0,0.0,4.0,0
1089,4,4,71691.0,0.0,0.0,0.0,336.0,81.0,411.0,120.5,32.0,43.0,1.0,4.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,1023.5,0.0,17.0,2
1090,4,3,85844.0,0.0,0.0,62.0,938.0,19.0,549.75,25.0,82.875,38.0,1.0,6.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1652.625,0.0,20.0,2
1091,4,4,39190.0,1.0,0.0,91.0,68.0,8.0,18.0,19.0,8.0,12.0,2.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,133.0,0.0,9.0,0
1093,4,4,38578.0,1.0,1.0,2.0,38.0,4.0,22.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,73.0,0.0,9.0,0
1094,4,3,57236.0,1.0,1.0,22.0,105.0,0.0,9.0,2.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,121.0,0.0,10.0,0
1095,2,4,61825.0,0.0,1.0,56.0,162.0,50.0,100.0,55.0,30.0,27.0,1.0,4.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,424.0,0.0,15.0,3
1096,2,2,79803.0,0.0,1.0,54.0,574.0,8.0,216.0,21.0,16.0,33.0,1.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1.0,868.0,0.0,13.0,3
1097,0,4,80910.0,0.0,0.0,71.0,160.0,80.0,369.0,67.0,39.0,41.0,1.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,756.0,0.0,15.0,2
1098,3,5,27590.0,1.0,0.0,38.0,6.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,12.0,0.0,4.0,0
1099,2,3,56775.0,0.0,1.0,62.0,614.0,35.0,160.0,58.0,35.0,35.0,2.0,5.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,937.0,0.0,25.0,1
1100,2,2,83829.0,0.0,0.0,78.0,897.0,81.0,430.0,120.5,82.875,27.0,0.0,4.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1638.375,0.0,17.0,2
1101,0,3,54210.0,0.0,1.0,18.0,70.0,54.0,109.0,80.0,9.0,45.0,2.0,4.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,367.0,0.0,14.0,3
1102,2,3,38508.0,1.0,0.0,95.0,120.0,19.0,206.0,25.0,19.0,54.0,6.0,7.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,443.0,0.0,20.0,3
1103,2,5,53187.0,1.0,0.0,66.0,211.0,2.0,30.0,7.0,7.0,10.0,2.0,4.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,267.0,0.0,13.0,0
1104,2,3,30023.0,1.0,0.0,28.0,11.0,0.0,16.0,7.0,6.0,21.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,61.0,0.0,6.0,0
1105,4,4,76045.0,0.0,0.0,78.0,760.0,53.0,400.0,17.0,82.875,0.0,1.0,4.0,5.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,1312.875,0.0,21.0,2
1106,4,3,50870.0,0.0,1.0,13.0,53.0,0.0,8.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,63.0,0.0,6.0,0
1108,0,3,65463.0,1.0,0.0,17.0,391.0,32.0,70.0,21.0,32.0,16.0,2.0,6.0,2.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,562.0,0.0,19.0,3
1109,2,3,66480.0,1.0,1.0,71.0,199.0,9.0,57.0,20.0,21.0,6.0,6.0,4.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,312.0,0.0,18.0,3
1110,2,2,76773.0,0.0,0.0,79.0,516.0,56.0,449.0,86.0,33.0,16.0,1.0,2.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1156.0,0.0,16.0,2
1111,0,4,81698.0,0.0,0.0,1.0,709.0,45.0,115.0,30.0,82.875,45.0,1.0,8.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1026.875,0.0,16.0,2
1112,4,4,54466.0,1.0,1.0,78.0,12.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,16.0,0.0,4.0,0
1114,4,4,16269.0,1.0,0.0,75.0,19.0,3.0,18.0,3.0,1.0,0.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,44.0,0.0,9.0,0
1115,2,5,71819.0,0.0,1.0,70.0,1224.0,28.0,140.0,0.0,14.0,126.5,3.0,3.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,1532.5,0.0,14.0,3
1116,4,3,33569.0,1.0,0.0,10.0,16.0,2.0,18.0,3.0,0.0,24.0,1.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,63.0,0.0,5.0,0
1117,3,3,36262.0,0.0,0.0,24.0,88.0,39.0,54.0,64.0,28.0,126.5,1.0,3.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,399.5,0.0,12.0,2
1118,1,5,22634.0,0.0,0.0,47.0,2.0,23.0,11.0,8.0,6.0,46.0,1.0,2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,96.0,0.0,6.0,0
